epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,481.518,1.76797,0.96512,0.90443,0.5137,0.48464,0.48203,0.21095,2.45933,1.71791,1.27033,0.000223901,0.000223901,0.000223901
183,484.05,1.71731,0.94123,0.90714,0.50682,0.50676,0.48582,0.21435,2.4519,1.72049,1.27504,0.000222066,0.000222066,0.000222066
184,486.528,1.72447,0.93338,0.89971,0.4988,0.51232,0.48229,0.21799,2.41538,1.70755,1.25295,0.000220232,0.000220232,0.000220232
185,489.033,1.72342,0.97386,0.93044,0.50177,0.47424,0.45403,0.19924,2.43969,1.69549,1.25301,0.000218397,0.000218397,0.000218397
186,491.486,1.72647,0.94814,0.92224,0.55056,0.51591,0.4929,0.22592,2.4156,1.67374,1.25065,0.000216562,0.000216562,0.000216562
187,494.04,1.74732,0.93907,0.90055,0.52349,0.50665,0.47719,0.2195,2.45367,1.69953,1.26671,0.000214727,0.000214727,0.000214727
188,496.506,1.70974,0.93431,0.90747,0.49508,0.5393,0.49206,0.22464,2.43922,1.70314,1.27581,0.000212892,0.000212892,0.000212892
189,499.011,1.72054,0.93521,0.90976,0.49434,0.52239,0.49164,0.23486,2.41329,1.72815,1.25912,0.000211058,0.000211058,0.000211058
190,501.717,1.74211,0.96029,0.91347,0.54089,0.51617,0.49016,0.23045,2.41327,1.69439,1.26311,0.000209223,0.000209223,0.000209223
191,504.221,1.75133,0.92039,0.91181,0.43891,0.55853,0.47204,0.2283,2.46168,1.69203,1.2829,0.000207388,0.000207388,0.000207388
192,506.649,1.72102,0.93397,0.91578,0.49781,0.52608,0.4836,0.22636,2.42539,1.67733,1.2723,0.000205553,0.000205553,0.000205553
193,509.19,1.75051,0.93905,0.90556,0.53694,0.4819,0.49002,0.22985,2.42761,1.68429,1.2686,0.000203718,0.000203718,0.000203718
194,511.752,1.71549,0.9325,0.91181,0.49493,0.51112,0.48424,0.22003,2.42817,1.70651,1.26635,0.000201884,0.000201884,0.000201884
195,514.294,1.69487,0.92282,0.91153,0.4924,0.55009,0.48837,0.24096,2.44292,1.69434,1.27964,0.000200049,0.000200049,0.000200049
196,516.849,1.73407,0.9338,0.90937,0.49935,0.5483,0.48776,0.24835,2.43507,1.69468,1.27837,0.000198214,0.000198214,0.000198214
197,519.326,1.77561,0.9587,0.9027,0.49872,0.52022,0.48865,0.24748,2.45123,1.66461,1.29119,0.000196379,0.000196379,0.000196379
198,521.788,1.73751,0.94363,0.91639,0.48758,0.50806,0.48016,0.24324,2.44369,1.68508,1.27401,0.000194544,0.000194544,0.000194544
199,524.345,1.70882,0.93423,0.89743,0.4903,0.52951,0.48059,0.23161,2.4443,1.67106,1.27301,0.00019271,0.00019271,0.00019271
200,526.84,1.70708,0.90696,0.90635,0.49276,0.53288,0.49519,0.23807,2.45025,1.65818,1.27825,0.000190875,0.000190875,0.000190875
201,529.338,1.74378,0.94637,0.90686,0.52767,0.52465,0.50038,0.25076,2.42149,1.69638,1.25252,0.00018904,0.00018904,0.00018904
202,531.843,1.66927,0.8997,0.89922,0.461,0.47597,0.46924,0.22334,2.42704,1.67519,1.26561,0.000187205,0.000187205,0.000187205
203,534.332,1.71745,0.92247,0.90013,0.49245,0.46574,0.46152,0.21017,2.42658,1.68941,1.26022,0.00018537,0.00018537,0.00018537
204,536.995,1.72059,0.92282,0.89934,0.5005,0.47972,0.47714,0.22971,2.41035,1.67562,1.25333,0.000183536,0.000183536,0.000183536
205,539.478,1.68885,0.91056,0.90335,0.5386,0.49307,0.50377,0.25578,2.41482,1.64899,1.259,0.000181701,0.000181701,0.000181701
206,542.064,1.65795,0.8834,0.89532,0.54064,0.52446,0.49959,0.25408,2.41609,1.65842,1.26353,0.000179866,0.000179866,0.000179866
207,544.637,1.6646,0.89201,0.90324,0.51328,0.53684,0.49479,0.25112,2.42162,1.69661,1.26524,0.000178031,0.000178031,0.000178031
208,547.128,1.66603,0.90308,0.9072,0.53235,0.51969,0.49086,0.24987,2.42336,1.70102,1.26981,0.000176196,0.000176196,0.000176196
209,549.579,1.65106,0.8821,0.90376,0.57451,0.50355,0.498,0.25137,2.42499,1.67005,1.26591,0.000174362,0.000174362,0.000174362
210,552.099,1.69385,0.90564,0.89832,0.52371,0.49707,0.48943,0.24726,2.41984,1.66431,1.2548,0.000172527,0.000172527,0.000172527
211,554.565,1.72521,0.90719,0.89885,0.54683,0.48274,0.48899,0.24495,2.45015,1.69744,1.25239,0.000170692,0.000170692,0.000170692
212,557.109,1.67862,0.91005,0.89954,0.54783,0.45617,0.44987,0.21132,2.44955,1.66157,1.27094,0.000168857,0.000168857,0.000168857
213,559.654,1.6974,0.90531,0.90801,0.478,0.49214,0.48706,0.23104,2.46162,1.68834,1.2779,0.000167022,0.000167022,0.000167022
214,562.168,1.66382,0.88889,0.88729,0.50312,0.46916,0.47771,0.2376,2.46101,1.74361,1.27048,0.000165188,0.000165188,0.000165188
215,564.685,1.67784,0.89963,0.89265,0.51349,0.4756,0.48325,0.22768,2.43693,1.75007,1.26503,0.000163353,0.000163353,0.000163353
216,567.236,1.72754,0.90227,0.89646,0.52211,0.50788,0.48409,0.21657,2.45517,1.71662,1.27358,0.000161518,0.000161518,0.000161518
217,569.849,1.64732,0.88842,0.9057,0.52895,0.51632,0.48495,0.22381,2.43196,1.64892,1.28039,0.000159683,0.000159683,0.000159683
218,572.558,1.65498,0.88279,0.89786,0.52217,0.47788,0.4731,0.21815,2.43021,1.65856,1.2774,0.000157848,0.000157848,0.000157848
219,575.089,1.70893,0.90029,0.88423,0.50095,0.53716,0.48041,0.22118,2.43322,1.71437,1.26239,0.000156014,0.000156014,0.000156014
220,577.541,1.62307,0.87271,0.90922,0.44522,0.5445,0.47515,0.21623,2.45554,1.69087,1.27147,0.000154179,0.000154179,0.000154179
221,580.157,1.69096,0.8909,0.90554,0.49853,0.51416,0.49232,0.23422,2.45045,1.66158,1.27567,0.000152344,0.000152344,0.000152344
222,582.627,1.70211,0.91397,0.90303,0.50708,0.53008,0.49471,0.22607,2.45611,1.67259,1.27212,0.000150509,0.000150509,0.000150509
223,585.138,1.65652,0.90057,0.88867,0.50146,0.55193,0.50125,0.24223,2.44856,1.69527,1.27048,0.000148674,0.000148674,0.000148674
224,587.643,1.63729,0.90951,0.91398,0.49999,0.51656,0.49964,0.23929,2.44277,1.6872,1.27315,0.00014684,0.00014684,0.00014684
225,590.23,1.61749,0.87357,0.89133,0.50825,0.52685,0.504,0.24163,2.41962,1.65758,1.26313,0.000145005,0.000145005,0.000145005
226,592.736,1.62848,0.87941,0.8866,0.51996,0.52719,0.5003,0.24159,2.42687,1.66251,1.26954,0.00014317,0.00014317,0.00014317
227,595.25,1.64884,0.87066,0.89708,0.50756,0.49425,0.48587,0.22852,2.43833,1.68717,1.26959,0.000141335,0.000141335,0.000141335
228,597.728,1.66388,0.87919,0.88847,0.49995,0.50419,0.48437,0.22889,2.4529,1.6908,1.28299,0.0001395,0.0001395,0.0001395
229,600.309,1.68289,0.89874,0.89536,0.48938,0.5438,0.49998,0.23785,2.4409,1.69665,1.27373,0.000137666,0.000137666,0.000137666
230,602.87,1.63795,0.85662,0.88783,0.49544,0.53722,0.49314,0.2486,2.44604,1.71639,1.2699,0.000135831,0.000135831,0.000135831
231,605.63,1.61472,0.88231,0.90118,0.48749,0.45364,0.4765,0.23968,2.46185,1.70341,1.27134,0.000133996,0.000133996,0.000133996
232,608.179,1.61857,0.85698,0.88272,0.45195,0.48231,0.46162,0.22104,2.46245,1.71407,1.27305,0.000132161,0.000132161,0.000132161
233,610.696,1.6413,0.89094,0.89508,0.54059,0.51745,0.49371,0.23077,2.47865,1.73766,1.27407,0.000130326,0.000130326,0.000130326
234,613.285,1.6281,0.86404,0.88911,0.54168,0.50981,0.48884,0.24074,2.45668,1.7161,1.27406,0.000128492,0.000128492,0.000128492
235,615.789,1.64964,0.86959,0.87725,0.52298,0.51658,0.49127,0.25345,2.45703,1.70215,1.27892,0.000126657,0.000126657,0.000126657
236,618.303,1.6747,0.89633,0.87786,0.54467,0.51649,0.48704,0.24724,2.46018,1.67762,1.28633,0.000124822,0.000124822,0.000124822
237,620.637,1.65026,0.86125,0.88388,0.49655,0.52942,0.49327,0.24644,2.4493,1.68021,1.28161,0.000122987,0.000122987,0.000122987
238,623.175,1.61798,0.86025,0.89483,0.52617,0.51625,0.49395,0.24777,2.44885,1.6826,1.27557,0.000121152,0.000121152,0.000121152
239,625.778,1.60204,0.87231,0.89395,0.50466,0.53709,0.49394,0.25189,2.45676,1.6974,1.27378,0.000119318,0.000119318,0.000119318
240,628.301,1.61823,0.85321,0.89166,0.50591,0.56367,0.49248,0.24191,2.46827,1.71744,1.28269,0.000117483,0.000117483,0.000117483
241,630.781,1.60722,0.84898,0.89068,0.49804,0.55431,0.47562,0.23837,2.48633,1.732,1.2857,0.000115648,0.000115648,0.000115648
242,633.216,1.62013,0.86265,0.88255,0.51075,0.54483,0.47594,0.24939,2.46826,1.72128,1.28965,0.000113813,0.000113813,0.000113813
243,635.686,1.62236,0.86969,0.89644,0.53088,0.52421,0.48245,0.25459,2.47099,1.71563,1.28734,0.000111978,0.000111978,0.000111978
244,638.281,1.63644,0.89964,0.8997,0.52188,0.52998,0.49179,0.26082,2.46144,1.68493,1.28864,0.000110144,0.000110144,0.000110144
245,641.049,1.6337,0.86285,0.88568,0.56211,0.50584,0.49563,0.25481,2.44248,1.66932,1.27307,0.000108309,0.000108309,0.000108309
246,643.625,1.60708,0.84283,0.88731,0.4794,0.53116,0.47923,0.24631,2.46493,1.69119,1.28521,0.000106474,0.000106474,0.000106474
247,646.186,1.66035,0.85812,0.88119,0.52088,0.50823,0.48737,0.24183,2.46166,1.70219,1.28719,0.000104639,0.000104639,0.000104639
248,648.716,1.5921,0.84003,0.89138,0.55631,0.4893,0.49772,0.24699,2.45682,1.68324,1.28745,0.000102804,0.000102804,0.000102804
249,651.303,1.6332,0.84446,0.88089,0.50366,0.54871,0.49199,0.2366,2.48983,1.69193,1.2976,0.00010097,0.00010097,0.00010097
250,653.817,1.57179,0.83793,0.88293,0.50681,0.53084,0.48374,0.23847,2.46447,1.70151,1.28516,9.91348e-05,9.91348e-05,9.91348e-05
251,656.353,1.61108,0.84098,0.87937,0.49874,0.53521,0.48578,0.23748,2.44787,1.69544,1.27853,9.73e-05,9.73e-05,9.73e-05
252,658.832,1.60665,0.8478,0.88618,0.51959,0.53641,0.49465,0.24487,2.45237,1.71181,1.28345,9.54652e-05,9.54652e-05,9.54652e-05
253,661.315,1.59685,0.84038,0.88448,0.53775,0.53677,0.49209,0.24313,2.46255,1.71013,1.29257,9.36304e-05,9.36304e-05,9.36304e-05
254,663.776,1.61096,0.85352,0.88003,0.52112,0.55184,0.48937,0.2326,2.47462,1.69091,1.29356,9.17956e-05,9.17956e-05,9.17956e-05
255,666.299,1.59013,0.8718,0.87366,0.52548,0.51929,0.49172,0.2401,2.46765,1.68065,1.29179,8.99608e-05,8.99608e-05,8.99608e-05
256,668.689,1.60131,0.84703,0.89092,0.5436,0.50432,0.48463,0.23687,2.45234,1.68612,1.29026,8.8126e-05,8.8126e-05,8.8126e-05
257,671.117,1.54202,0.82146,0.87883,0.53418,0.52392,0.48826,0.24669,2.44125,1.72168,1.28467,8.62912e-05,8.62912e-05,8.62912e-05
258,673.604,1.58488,0.83966,0.89689,0.55108,0.53105,0.48887,0.2442,2.44603,1.71524,1.282,8.44564e-05,8.44564e-05,8.44564e-05
259,676.314,1.58955,0.84629,0.88854,0.53681,0.55464,0.49814,0.23978,2.46649,1.71304,1.29261,8.26216e-05,8.26216e-05,8.26216e-05
260,678.84,1.55644,0.8409,0.88702,0.51813,0.56713,0.5019,0.25381,2.4448,1.69042,1.28866,8.07868e-05,8.07868e-05,8.07868e-05
261,681.36,1.56892,0.8286,0.88947,0.50299,0.54399,0.493,0.24917,2.45569,1.67436,1.29155,7.8952e-05,7.8952e-05,7.8952e-05
262,683.875,1.57979,0.82899,0.88216,0.47281,0.52647,0.4797,0.23312,2.45112,1.68781,1.29173,7.71172e-05,7.71172e-05,7.71172e-05
263,686.406,1.58056,0.83423,0.88469,0.53558,0.54705,0.49605,0.23405,2.45181,1.71342,1.28195,7.52824e-05,7.52824e-05,7.52824e-05
264,688.904,1.60668,0.84669,0.87333,0.50176,0.56044,0.49639,0.22661,2.44969,1.69907,1.27773,7.34476e-05,7.34476e-05,7.34476e-05
265,691.468,1.63702,0.85306,0.86994,0.52168,0.46827,0.48637,0.22758,2.4323,1.70091,1.27696,7.16128e-05,7.16128e-05,7.16128e-05
266,693.976,1.64008,0.85522,0.87437,0.48303,0.52893,0.48306,0.22346,2.43971,1.69852,1.28596,6.9778e-05,6.9778e-05,6.9778e-05
267,696.365,1.55025,0.81459,0.87581,0.50305,0.57819,0.49857,0.24768,2.45358,1.71416,1.28936,6.79432e-05,6.79432e-05,6.79432e-05
268,698.856,1.62503,0.83922,0.86432,0.50674,0.56143,0.49787,0.24885,2.4522,1.7462,1.28832,6.61084e-05,6.61084e-05,6.61084e-05
269,701.425,1.60925,0.83499,0.86622,0.52511,0.52125,0.50093,0.25078,2.44897,1.73996,1.28327,6.42736e-05,6.42736e-05,6.42736e-05
270,703.96,1.54487,0.82516,0.87098,0.55246,0.52987,0.50755,0.25147,2.44471,1.71076,1.27934,6.24388e-05,6.24388e-05,6.24388e-05
271,706.468,1.58321,0.8365,0.88296,0.56831,0.50416,0.50483,0.24644,2.45493,1.70158,1.28399,6.0604e-05,6.0604e-05,6.0604e-05
272,708.916,1.5341,0.81554,0.87378,0.52106,0.51386,0.48944,0.24752,2.45792,1.70326,1.27816,5.87692e-05,5.87692e-05,5.87692e-05
273,711.688,1.60696,0.8477,0.87368,0.51653,0.51348,0.4829,0.24525,2.46659,1.71024,1.28338,5.69344e-05,5.69344e-05,5.69344e-05
274,714.146,1.53627,0.80479,0.87485,0.46496,0.49213,0.46586,0.22736,2.47097,1.7113,1.29063,5.50996e-05,5.50996e-05,5.50996e-05
275,716.66,1.52458,0.80848,0.87533,0.47207,0.49936,0.46547,0.22836,2.47128,1.71619,1.2941,5.32648e-05,5.32648e-05,5.32648e-05
276,719.164,1.54166,0.80907,0.87174,0.50338,0.53525,0.48342,0.24271,2.46923,1.71435,1.29509,5.143e-05,5.143e-05,5.143e-05
277,721.617,1.58048,0.83907,0.87596,0.52823,0.52229,0.48528,0.23771,2.46663,1.70713,1.29568,4.95952e-05,4.95952e-05,4.95952e-05
278,724.146,1.62901,0.82967,0.86662,0.53886,0.52228,0.49704,0.24043,2.45478,1.69858,1.28875,4.77604e-05,4.77604e-05,4.77604e-05
279,726.734,1.5787,0.81089,0.87248,0.53005,0.53157,0.49666,0.24345,2.46264,1.70741,1.29139,4.59256e-05,4.59256e-05,4.59256e-05
280,729.219,1.53778,0.81039,0.88069,0.52763,0.46286,0.47127,0.23331,2.4624,1.71367,1.29165,4.40908e-05,4.40908e-05,4.40908e-05
281,731.616,1.60925,0.83001,0.86856,0.56295,0.48724,0.48725,0.24602,2.46178,1.70803,1.29613,4.2256e-05,4.2256e-05,4.2256e-05
282,734.148,1.49043,0.79929,0.87984,0.54674,0.50095,0.48927,0.24716,2.47184,1.70855,1.30178,4.04212e-05,4.04212e-05,4.04212e-05
283,736.68,1.52725,0.8076,0.87341,0.54491,0.49885,0.48825,0.24901,2.46593,1.69842,1.29983,3.85864e-05,3.85864e-05,3.85864e-05
284,739.135,1.5322,0.82785,0.89143,0.55323,0.50545,0.49407,0.24977,2.46018,1.70135,1.29075,3.67516e-05,3.67516e-05,3.67516e-05
285,741.664,1.52944,0.80494,0.88042,0.49486,0.56407,0.49046,0.24726,2.46541,1.71108,1.29622,3.49168e-05,3.49168e-05,3.49168e-05
286,744.278,1.54082,0.90026,0.87508,0.52984,0.52229,0.49512,0.24372,2.46982,1.72547,1.29863,3.3082e-05,3.3082e-05,3.3082e-05
287,746.943,1.52798,0.79761,0.8737,0.53564,0.51854,0.495,0.24715,2.4684,1.72079,1.29431,3.12472e-05,3.12472e-05,3.12472e-05
288,749.449,1.50361,0.79624,0.87624,0.54716,0.49366,0.48642,0.22745,2.46124,1.72206,1.28975,2.94124e-05,2.94124e-05,2.94124e-05
289,751.993,1.54758,0.82174,0.88528,0.53965,0.49705,0.48722,0.22971,2.47504,1.72418,1.29464,2.75776e-05,2.75776e-05,2.75776e-05
290,754.515,1.54353,0.81011,0.8752,0.49174,0.54236,0.48394,0.22855,2.47947,1.72386,1.29603,2.57428e-05,2.57428e-05,2.57428e-05
291,760.305,1.58344,0.86565,0.90232,0.5145,0.48811,0.47985,0.21885,2.4894,1.7363,1.2991,2.3908e-05,2.3908e-05,2.3908e-05
292,762.781,1.58278,0.86007,0.9051,0.48809,0.54678,0.46953,0.20978,2.49164,1.7365,1.30127,2.20732e-05,2.20732e-05,2.20732e-05
293,765.204,1.54677,0.82261,0.89157,0.5279,0.49012,0.46908,0.20841,2.49531,1.72443,1.30709,2.02384e-05,2.02384e-05,2.02384e-05
294,767.583,1.50686,0.80493,0.88247,0.51368,0.49086,0.46562,0.20246,2.50949,1.72057,1.31141,1.84036e-05,1.84036e-05,1.84036e-05
295,770.069,1.57617,0.8979,0.88908,0.51947,0.5087,0.47056,0.20277,2.50089,1.70822,1.30672,1.65688e-05,1.65688e-05,1.65688e-05
296,772.442,1.53476,0.79606,0.8927,0.48008,0.55385,0.47622,0.21645,2.49297,1.70629,1.30307,1.4734e-05,1.4734e-05,1.4734e-05
297,774.95,1.51537,0.80313,0.89045,0.47695,0.55297,0.47826,0.21851,2.48786,1.70444,1.30175,1.28992e-05,1.28992e-05,1.28992e-05
298,777.273,1.50763,0.82127,0.88843,0.52996,0.51274,0.48684,0.22181,2.48288,1.70268,1.29873,1.10644e-05,1.10644e-05,1.10644e-05
299,779.943,1.50635,0.8067,0.88987,0.53663,0.51054,0.48511,0.22313,2.48447,1.69792,1.29964,9.2296e-06,9.2296e-06,9.2296e-06
300,782.376,1.51106,0.78554,0.88191,0.53721,0.50855,0.48744,0.2196,2.48376,1.69958,1.29968,7.3948e-06,7.3948e-06,7.3948e-06
